grower_id,receptivity_score,predicted_score
GRW_00082,0.0,0.0010526197191817513
GRW_00083,0.0,0.001200140765957354
GRW_00084,0.0,0.0011806448474075658
GRW_00086,0.0,0.00026035041659915037
GRW_00087,0.0,0.01075934317971477
GRW_00088,0.0,0.0006599851226194743
GRW_00089,0.0,0.0003915217269322422
GRW_00091,0.0,0.5417060010391657
GRW_00092,1.0,0.9708048754523966
GRW_00094,0.0,0.0002956708044407622
GRW_00095,0.0,9.412950601039918e-05
GRW_00096,1.0,0.9849634554296411
GRW_00097,0.0,0.002885508789981997
GRW_00098,0.0,0.010145604849872212
GRW_00100,1.0,0.9678237738576896
GRW_00101,1.0,0.9555905720374751
GRW_00102,0.0,0.005622165985839552
GRW_00103,0.0,0.31893487638014306
GRW_00104,1.0,0.9673402442966648
GRW_00105,0.0,0.0012622157554329017
GRW_00106,0.0,0.0005534327141301068
GRW_00107,1.0,0.9463273345746304
GRW_00109,0.0,0.0003085656899204937
GRW_00111,0.0,0.0024768881230757102
GRW_00112,0.0,0.0035891225405484256
GRW_00113,0.0,5.7099724434004e-05
GRW_00114,0.0,0.0006120478581482928
GRW_00116,0.0,0.0014947548394148977
GRW_00118,0.0,0.00028447003854110053
GRW_00119,0.0,0.00041711369002909727
GRW_00122,0.0,0.0003398477928464147
GRW_00124,0.0,0.0002164168902742176
GRW_00126,0.0,0.3827267498305323
GRW_00128,0.0,0.0041095596071466164
GRW_00129,0.0,0.0006943635767107455
GRW_00130,1.0,0.9869067433087468
GRW_00131,0.0,0.006417848268439359
GRW_00133,0.0,0.00048246382123073514
GRW_00134,0.0,0.0002988139443742996
GRW_00135,1.0,0.9982293374706359
GRW_00136,0.0,8.234438333975178e-05
GRW_00137,1.0,0.9755996322537104
GRW_00138,0.0,0.0006785658377468422
GRW_00139,0.0,0.0011975477169366246
GRW_00140,1.0,0.9940391071498136
GRW_00141,0.0,0.001058280153779642
GRW_00142,0.0,0.0007287406417442506
GRW_00144,0.0,0.00021814230335070347
GRW_00145,0.0,0.000944265483420307
GRW_00148,1.0,0.9509704597779355
GRW_00149,0.0,0.0006337274375613935
GRW_00151,0.0,0.0013142134339795774
GRW_00153,0.0,0.006239054420543861
GRW_00154,0.0,0.0011774743239982913
GRW_00156,0.0,0.006182094358837884
GRW_00157,1.0,0.9928082882446518
GRW_00158,0.0,0.00041744547195182177
GRW_00159,0.0,0.0006058816058083096
GRW_00160,0.0,0.08009012088707579
GRW_00161,0.0,0.012937217570330619
GRW_00162,0.0,0.000647299860147008
GRW_00163,0.0,0.2874350391176545
GRW_00164,0.0,0.1042217989574205
GRW_00165,0.0,0.0015536301401284274
GRW_00168,0.0,0.5791815201331123
GRW_00169,0.0,0.005257521490745755
GRW_00170,1.0,0.9224397139642914
GRW_00171,0.0,0.0005042052156775407
GRW_00172,1.0,0.944735787303325
GRW_00173,1.0,0.9384982598077725
GRW_00174,0.0,0.00033903234925059515
GRW_00177,0.0,0.002288030650768387
GRW_00178,0.0,0.0017697084662577187
GRW_00179,0.0,0.00012114025990745655
GRW_00180,1.0,0.9843280708708348
GRW_00181,0.0,0.004032659960491981
GRW_00182,0.0,0.015667997049943566
GRW_00183,0.0,0.0012237787023188062
GRW_00184,0.0,7.066086655603444e-05
GRW_00185,0.0,0.02520790285044876
GRW_00186,0.0,0.00125228985241457
GRW_00189,0.0,0.005199237121890888
GRW_00191,0.0,0.0031818106031006417
GRW_00192,0.0,0.039396513093164956
GRW_00193,0.0,0.002321477937847034
GRW_00194,0.0,0.00033137145819353195
GRW_00195,0.0,0.0003747543293674325
GRW_00197,0.0,0.0016928636473614838
GRW_00198,0.0,0.0002862064863319263
GRW_00199,0.0,0.0009030639439136542
GRW_00204,0.0,0.0017359641072390239
GRW_00205,0.0,0.005321214971797196
GRW_00206,0.0,0.23593494771226586
GRW_00207,0.0,0.5941114757517947
GRW_00208,1.0,0.9595922123364158
GRW_00209,0.0,0.0008600930967489537
GRW_00210,0.0,0.00028044321263819927
GRW_00211,0.0,0.00023692810601492302
GRW_00214,0.0,0.0006626416534301676
GRW_00215,0.0,0.00025510290378912915
GRW_00216,1.0,0.9658803045723482
GRW_00217,0.0,0.0030269615623714306
GRW_00218,0.0,0.0006924134685153033
GRW_00219,0.0,0.0016269905987670442
GRW_00222,0.0,0.0259261779974502
GRW_00225,0.0,0.0027625815750741425
GRW_00226,0.0,0.059881948724592494
GRW_00227,0.0,0.00029337112909247896
GRW_00228,0.0,0.0032808861674659827
GRW_00229,1.0,0.9919004442883238
GRW_00230,0.0,0.05889771721570219
GRW_00231,0.0,0.0014784848656703008
GRW_00232,0.0,0.0005530595205000849
GRW_00234,0.0,0.002666365441569684
GRW_00235,0.0,0.0074573493429120645
GRW_00238,1.0,0.9792617563964316
GRW_00239,0.0,0.000301507641226248
GRW_00240,0.0,0.0016308745143840226
GRW_00243,0.0,0.3488183161981386
GRW_00245,0.0,0.006826062369905775
GRW_00246,0.0,0.00940831099085874
GRW_00247,1.0,0.9746106218504021
GRW_00248,0.0,0.00037400335686246306
GRW_00249,0.0,0.00011264556250349892
GRW_00250,0.0,0.0015556014475035613
GRW_00251,0.0,0.031054766355400186
GRW_00252,0.0,0.0004887592913120032
GRW_00253,0.0,0.0006737450223643664
GRW_00254,0.0,0.00010988142030824455
GRW_00257,0.0,0.0007079494945815655
GRW_00258,1.0,0.9831788907308017
GRW_00259,0.0,0.0030862309462278215
GRW_00260,0.0,0.001739050873432416
GRW_00261,0.0,0.004139826210248294
GRW_00263,0.0,0.0004327484152732413
GRW_00264,0.0,0.005561262280361918
GRW_00265,0.0,0.0020125922974344717
GRW_00266,0.0,0.004552579057420767
GRW_00267,1.0,0.9568399764666022
GRW_00268,1.0,0.982282075960381
GRW_00269,0.0,0.0020270152101192792
GRW_00270,0.0,0.00255495898043129
GRW_00271,0.0,0.0036114742892978057
GRW_00272,1.0,0.9744620568822764
GRW_00273,0.0,0.000576598092292143
GRW_00274,0.0,0.0009902856256343727
GRW_00276,0.0,0.0020561941313399367
GRW_00277,0.0,0.0009168227802205949
GRW_00278,0.0,0.00023529225285012992
GRW_00280,1.0,0.9936356940731865
GRW_00282,0.0,0.00047734147309496744
GRW_00283,0.0,0.6311978507995684
GRW_00284,0.0,0.0002031981500034736
GRW_00285,1.0,0.9713223403421711
GRW_00287,0.0,0.002863089410018752
GRW_00288,0.0,0.00045900243371312354
GRW_00291,0.0,0.003237512309180363
GRW_00292,0.0,0.0005497947974454896
GRW_00293,0.0,0.0010446624353591348
GRW_00294,1.0,0.9870560105289143
GRW_00295,1.0,0.9907356387810543
GRW_00296,0.0,0.003557790534331883
GRW_00298,0.0,1.1602493988125506e-05
GRW_00299,0.0,0.0008988985809134808
GRW_00301,1.0,0.9519365568450487
GRW_00303,0.0,0.0027426237475812335
GRW_00305,0.0,0.004221395718715135
GRW_00306,0.0,0.0018521243737599105
GRW_00307,0.0,0.005959865511658769
GRW_00308,0.0,0.0033220040953510274
GRW_00310,0.0,0.6309372609068534
GRW_00311,0.0,0.7886190603070489
GRW_00312,0.0,0.0005659828527476888
GRW_00313,0.0,0.001188573817120233
GRW_00314,0.0,0.002430252032524038
GRW_00315,0.0,0.0005640385970852659
GRW_00316,1.0,0.9100529838435849
GRW_00317,0.0,0.004922523569133957
GRW_00318,0.0,0.0009915067984662869
GRW_00319,0.0,0.005401658064015909
GRW_00321,0.0,0.00082611429700326
GRW_00322,0.0,0.01768826777373949
GRW_00323,0.0,0.0003988470754214991
GRW_00325,0.0,0.009914788113808467
GRW_00326,0.0,1.5998811286526913e-05
GRW_00327,0.0,0.03741597168700256
GRW_00328,0.0,0.00026151846618278126
GRW_00329,0.0,0.0003375450280440164
GRW_00330,0.0,0.0006627782116076643
GRW_00332,0.0,0.0010675222010785384
GRW_00333,0.0,0.00023855647083741055
GRW_00334,0.0,0.00038263823759658307
GRW_00337,1.0,0.97702014094771
GRW_00338,0.0,0.0037231181954648774
GRW_00340,0.0,0.003946177856647393
GRW_00341,0.0,0.0007984290785683273
GRW_00342,0.0,0.00010631184459998311
GRW_00344,1.0,0.973421753780851
GRW_00345,1.0,0.9824733296175788
GRW_00346,1.0,0.991038843311148
GRW_00348,0.0,0.0002627695377565562
GRW_00349,0.0,0.010942230129271056
GRW_00350,0.0,0.0010344830979214313
GRW_00351,0.0,0.5753662479021837
GRW_00352,1.0,0.9259210801451369
GRW_00353,0.0,0.0001646178745854504
GRW_00354,0.0,7.630997830053496e-05
GRW_00355,0.0,0.0007310775874850595
GRW_00356,0.0,0.018071158574436953
GRW_00357,1.0,0.9923703004081067
GRW_00359,0.0,0.00018731963712491291
GRW_00361,0.0,0.004050889964707453
GRW_00362,0.0,0.003180889007800697
GRW_00363,0.0,0.6039726531886626
GRW_00364,0.0,0.47175749932048094
GRW_00365,0.0,0.0002810667983523688
GRW_00366,0.0,0.000538870789679388
GRW_00367,0.0,0.00010787471680569869
GRW_00370,0.0,0.00044798225761293135
GRW_00372,0.0,0.0006803476457552614
GRW_00374,0.0,0.0007029533393659303
GRW_00377,0.0,0.002887990424070171
GRW_00378,1.0,0.99287439773949
GRW_00379,0.0,0.0009383758237623636
GRW_00380,0.0,0.0019715119881733236
GRW_00381,0.0,0.8490709938234146
GRW_00382,0.0,0.0023471441054058063
GRW_00383,0.0,0.002799101990030741
GRW_00387,0.0,0.00022893443582415734
GRW_00388,1.0,0.9433028445848683
GRW_00390,0.0,0.0020901454325359817
GRW_00391,0.0,0.004480598117932558
GRW_00393,0.0,0.0002792957133976852
GRW_00395,0.0,0.00017527283990588375
GRW_00397,1.0,0.9541896766484933
GRW_00400,0.0,0.0025886211156889963
GRW_00401,0.0,0.00039628447382755315
GRW_00402,1.0,0.9614066368839226
GRW_00404,0.0,0.0021449229103209185
GRW_00406,1.0,0.992317758960799
GRW_00407,0.0,0.0016465315788340372
GRW_00408,0.0,0.0002422229411143125
GRW_00409,0.0,0.6658305432018395
GRW_00410,0.0,0.40993775786724
GRW_00411,0.0,0.0012480710370760659
GRW_00412,0.0,0.7484153322472776
GRW_00413,0.0,9.886151006965927e-05
GRW_00414,1.0,0.9873779771371997
GRW_00415,0.0,0.0003042377293662115
GRW_00416,1.0,0.9769715468050172
GRW_00417,0.0,0.0035308641473030507
GRW_00419,0.0,0.0016389615519779607
GRW_00421,1.0,0.9848996092107812
GRW_00423,0.0,4.6211592303230275e-05
GRW_00424,0.0,0.0008841000968102252
GRW_00427,0.0,0.0037774566920628985
GRW_00428,0.0,0.002933249550528718
GRW_00429,0.0,0.0015617977050494765
GRW_00430,0.0,0.0005877063494020712
GRW_00431,1.0,0.9890932661356784
GRW_00432,0.0,0.005546850015680243
GRW_00433,1.0,0.9896429373801452
GRW_00434,0.0,0.0005340764356632503
GRW_00435,0.0,0.00022339884143436888
GRW_00436,0.0,0.506955441441833
GRW_00437,0.0,0.00024088299999082844
GRW_00438,0.0,0.7412326493057133
GRW_00439,1.0,0.9697575112932315
GRW_00440,1.0,0.9705278872722088
GRW_00442,0.0,0.0009829991003975763
GRW_00443,1.0,0.943697101982914
GRW_00444,0.0,0.005810188858458429
GRW_00445,1.0,0.9820606617364123
GRW_00446,0.0,0.0008345717521240759
GRW_00448,0.0,0.0008311570036106375
GRW_00449,1.0,0.95918590182242
GRW_00450,1.0,0.9498634916064074
GRW_00451,0.0,0.6252939388934083
GRW_00452,0.0,0.0005234816087182912
GRW_00454,1.0,0.9626785227132827
GRW_00456,1.0,0.9901998805376258
GRW_00457,0.0,0.00017503158516664653
GRW_00458,0.0,0.00017442491451784408
GRW_00459,0.0,0.00110704446301095
GRW_00460,0.0,0.0010544883285179575
GRW_00461,0.0,0.006579538101599951
GRW_00462,0.0,0.000419086362622025
GRW_00463,0.0,0.0020031746838064745
GRW_00464,0.0,2.450363775447836e-05
GRW_00465,0.0,0.4807814038762578
GRW_00466,0.0,0.02322704947493597
GRW_00467,0.0,0.6016727094623373
GRW_00469,1.0,0.9900681513265893
GRW_00473,0.0,0.0005276458608918477
GRW_00476,0.0,9.858834488214576e-05
GRW_00477,0.0,0.0014893060678546329
GRW_00478,1.0,0.9834051323409182
GRW_00480,0.0,0.0002985513957646682
GRW_00481,0.0,0.001980969444901051
GRW_00482,0.0,0.025469935511620044
GRW_00483,1.0,0.9595382760638106
GRW_00484,0.0,0.0011809698740868101
GRW_00486,0.0,0.0011508879337663981
GRW_00487,1.0,0.9982801151829918
GRW_00488,0.0,0.006004978725069738
GRW_00489,1.0,0.9907670859872338
GRW_00491,1.0,0.9881285506871818
GRW_00492,1.0,0.9959554517910378
GRW_00493,1.0,0.9865270416245825
GRW_00494,0.0,0.007086720679980094
GRW_00495,0.0,0.0014313567601855674
GRW_00496,0.0,0.00012246304667962353
GRW_00497,1.0,0.9677231739419206
GRW_00498,1.0,0.9368405070541113
GRW_00499,0.0,0.004257023925305397
GRW_00500,1.0,0.9787182860391375
GRW_00501,0.0,0.0005760665015669688
GRW_00502,0.0,0.0008131960871317235
GRW_00503,0.0,0.23396973886533906
GRW_00504,0.0,0.00039344745085742486
GRW_00508,0.0,0.0006768432718268567
GRW_00509,1.0,0.9875046783884396
GRW_00510,0.0,0.0003382487868474945
GRW_00511,1.0,0.966389433820391
GRW_00512,1.0,0.977575255669348
GRW_00513,0.0,0.7471054735002635
GRW_00516,0.0,0.5217726993757242
GRW_00517,0.0,0.0024514932485614786
GRW_00519,1.0,0.9584330235075128
GRW_00521,0.0,0.00012994196914597716
GRW_00522,0.0,0.0013108532920385939
GRW_00523,0.0,0.0006062239708434024
GRW_00525,0.0,0.0010608509373292118
GRW_00527,0.0,0.022000127349696256
GRW_00528,0.0,0.0004285824731495552
GRW_00530,1.0,0.9788294484543684
GRW_00531,0.0,0.7460550751938775
GRW_00534,0.0,0.0007531622879030939
GRW_00536,1.0,0.9488354377199091
GRW_00538,1.0,0.9674624896371535
GRW_00540,0.0,0.0012041416661690326
GRW_00541,1.0,0.991517561482667
GRW_00542,0.0,0.0017427357563627628
GRW_00543,1.0,0.9749185275886908
GRW_00544,0.0,0.0009141083299642645
GRW_00545,0.0,0.05608477933666072
GRW_00546,0.0,0.000689775984662219
GRW_00547,0.0,0.0006802034605142356
GRW_00552,0.0,0.0009099660537389048
GRW_00554,1.0,0.9785571528491791
GRW_00555,0.0,0.0027197188769859867
GRW_00557,0.0,0.00032636309905395756
GRW_00558,0.0,0.0006073800405327586
GRW_00559,0.0,0.00036315961590392166
GRW_00560,0.0,0.0026092166575641534
GRW_00562,0.0,0.0002703113323146699
GRW_00563,1.0,0.9935228585923865
GRW_00564,0.0,0.006396509966672718
GRW_00565,0.0,0.0006654413680423834
GRW_00567,1.0,0.897638819608387
GRW_00568,1.0,0.982586256520133
GRW_00570,0.0,0.0020935618987417293
GRW_00571,0.0,0.00019300593744264513
GRW_00572,0.0,0.0065947469993033305
GRW_00573,0.0,0.0007027790978646537
GRW_00574,0.0,0.0016558937783232256
GRW_00575,0.0,0.001064955125753957
GRW_00577,0.0,0.0005490057087046424
GRW_00578,0.0,0.0006010248463037024
GRW_00579,0.0,0.00034651021234236197
GRW_00580,0.0,0.000980451613535392
GRW_00581,1.0,0.9345398432821739
GRW_00582,0.0,0.001458280039470994
GRW_00583,0.0,0.00016999103927994597
GRW_00585,1.0,0.9647615302570904
GRW_00586,0.0,0.0013780014364768258
GRW_00587,0.0,6.458651708706052e-05
GRW_00588,0.0,0.0037166103921597786
GRW_00589,0.0,0.00020003454492034114
GRW_00590,0.0,5.847470451605715e-05
GRW_00592,0.0,0.0033559306967998834
GRW_00593,0.0,0.0006891147719673945
GRW_00594,0.0,0.001435656418800329
GRW_00595,0.0,0.00035299915919443075
GRW_00596,0.0,0.011295063581772954
GRW_00597,0.0,0.0001806554692490916
GRW_00598,0.0,0.0003459282868223315
GRW_00601,0.0,0.05789136889407087
GRW_00602,1.0,0.98288690977987
GRW_00603,0.0,0.0011885880520437697
GRW_00604,0.0,0.0019474826551300834
GRW_00605,0.0,0.0004082901032820106
GRW_00606,1.0,0.9864611793143419
GRW_00607,1.0,0.9309267865077103
GRW_00608,0.0,0.005169815981907925
GRW_00610,1.0,0.9778544350695316
GRW_00611,0.0,0.00022480934238803217
GRW_00612,0.0,0.0006344463724482676
GRW_00613,1.0,0.9437069037400113
GRW_00614,0.0,0.009539295796369661
GRW_00615,1.0,0.9849536084085667
GRW_00617,0.0,0.03498967429119909
GRW_00618,0.0,0.00017679209845918929
GRW_00619,1.0,0.9459038800033175
GRW_00620,0.0,0.0004438941455379409
GRW_00621,1.0,0.9774368056823148
GRW_00622,1.0,0.9781669719844664
GRW_00623,0.0,0.00034286901087508316
GRW_00624,1.0,0.9798170256674352
GRW_00626,1.0,0.9920832188164661
GRW_00627,1.0,0.9922274268578533
GRW_00629,0.0,0.0004805581887720537
GRW_00630,0.0,0.0012785678517787233
GRW_00631,0.0,0.000662833751005824
GRW_00633,0.0,0.00036435512713951193
GRW_00634,0.0,0.06875318661986718
GRW_00635,0.0,0.00017284892067649017
GRW_00636,0.0,0.0027318358047720183
GRW_00637,0.0,0.0002656429975314283
GRW_00639,0.0,0.0029702177854965166
GRW_00642,0.0,8.515768598115788e-05
GRW_00644,0.0,0.00026870771024968093
GRW_00645,0.0,0.0007351580678808148
GRW_00646,1.0,0.9439102897979957
GRW_00647,0.0,4.4468674090084236e-05
GRW_00648,1.0,0.9899736228178395
GRW_00649,0.0,0.0002791701144583935
GRW_00650,0.0,0.00037663547027136666
GRW_00651,0.0,0.000995927348182537
GRW_00652,1.0,0.9767160242949174
GRW_00653,0.0,0.0005130360754370769
GRW_00654,0.0,0.00029136030652893006
GRW_00656,1.0,0.9540008582614445
GRW_00657,0.0,0.0024667508562965772
GRW_00659,0.0,0.00019805020827090417
GRW_00660,0.0,0.00021633836974675874
GRW_00663,0.0,0.00040080185387059554
GRW_00667,0.0,0.001161918588409881
GRW_00668,0.0,0.0011073132395387375
GRW_00669,1.0,0.9134152858522846
GRW_00670,0.0,0.00030754522509974163
GRW_00671,0.0,0.0002458272301769274
GRW_00672,1.0,0.9950686837463367
GRW_00673,0.0,0.014049019042533317
GRW_00674,0.0,0.0006076444859182735
GRW_00675,0.0,0.0011795077514475671
GRW_00676,0.0,0.0006289046512728991
GRW_00677,0.0,0.00011324732201476287
GRW_00678,1.0,0.9927213214613461
GRW_00679,0.0,0.00036520170060000076
GRW_00680,0.0,0.0005128542470593102
GRW_00681,0.0,0.0026248297180367277
GRW_00682,0.0,0.003326418658255435
GRW_00684,0.0,0.000248052349203517
GRW_00685,0.0,0.0005931305190377672
GRW_00686,1.0,0.973993806796085
GRW_00687,0.0,0.00032884024832972446
GRW_00688,0.0,9.944668402704744e-05
GRW_00693,0.0,0.0002233020264415323
GRW_00694,0.0,0.0003519890160076012
GRW_00695,0.0,0.001481259805480294
GRW_00696,0.0,0.0004128492197970815
GRW_00699,0.0,0.014182445241989347
GRW_00700,1.0,0.9652060759096608
GRW_00701,0.0,0.0001971702983603591
GRW_00702,0.0,0.4864851167372413
GRW_00703,0.0,0.00023012333464089306
GRW_00704,0.0,0.009097095611302071
GRW_00705,0.0,0.0002919213539310105
GRW_00706,0.0,0.002136638643730708
GRW_00707,0.0,0.007427474205030868
GRW_00708,1.0,0.9891955998973326
GRW_00710,0.0,0.0021181809049817136
GRW_00711,0.0,0.0017602324978673695
GRW_00712,0.0,0.014264158280544486
GRW_00713,1.0,0.987268386409635
GRW_00714,0.0,0.001027672025710586
GRW_00715,0.0,0.0004348241331151837
GRW_00716,1.0,0.9611447661581429
GRW_00718,0.0,0.00011416272529785129
GRW_00719,1.0,0.993019168090263
GRW_00720,0.0,0.0005366787959846714
GRW_00722,0.0,0.012127953989193042
GRW_00723,0.0,0.4805689633297484
GRW_00724,1.0,0.9644021980736869
GRW_00726,0.0,0.00032775472597425535
GRW_00727,0.0,0.00037487083630428485
GRW_00728,0.0,0.000567108747925789
GRW_00729,1.0,0.9739948086611712
GRW_00731,1.0,0.9439718159103163
GRW_00732,0.0,0.0004341471866682847
GRW_00733,0.0,0.0071011067878525985
GRW_00734,0.0,0.00014653840287382066
GRW_00735,1.0,0.9709367478125039
GRW_00738,0.0,0.0003231843520393393
GRW_00739,0.0,0.26171577295694487
GRW_00740,0.0,0.00719057418574287
GRW_00743,1.0,0.9575722443638804
GRW_00744,0.0,0.00010631886257850333
GRW_00745,0.0,0.013750961100232688
GRW_00746,0.0,0.0014969356410878267
GRW_00747,0.0,0.0004969024470859742
GRW_00748,0.0,0.003339938693359811
GRW_00749,0.0,0.00018720990508746827
GRW_00750,0.0,0.0004988028798629782
GRW_00751,0.0,0.009873532253884492
GRW_00752,0.0,0.0006482127705613435
GRW_00753,0.0,0.0013997142088434335
GRW_00755,1.0,0.9744633045448332
GRW_00756,0.0,0.000629310898750364
GRW_00761,0.0,9.655899364262558e-05
GRW_00762,0.0,0.017080072566422497
GRW_00763,0.0,0.0008043138857480692
GRW_00764,0.0,0.6575640157315354
GRW_00766,0.0,0.008908659899848468
GRW_00769,0.0,0.00010325216717018262
GRW_00770,0.0,0.0011351530959089271
GRW_00771,0.0,0.009791714590354548
GRW_00772,0.0,0.0022612497433019156
GRW_00774,0.0,0.000742742151575659
GRW_00775,0.0,0.0028418169853464403
GRW_00776,0.0,0.003959162447411408
GRW_00777,0.0,0.00013827115656463604
GRW_00778,0.0,0.0033283098787435204
GRW_00779,0.0,0.0003110113650370889
GRW_00780,0.0,0.00036568147302715447
GRW_00781,0.0,0.0007744498139082175
GRW_00782,0.0,0.0008216393444390151
GRW_00783,0.0,4.1803262568994846e-05
GRW_00784,0.0,0.0010680338590208756
GRW_00785,1.0,0.9343739247739596
GRW_00786,0.0,0.03611612306624379
GRW_00787,0.0,0.0027723295227930203
GRW_00788,0.0,0.001416880216004156
GRW_00789,0.0,0.0002085791657363211
GRW_00791,0.0,0.0003411230690580325
GRW_00793,1.0,0.9688565585437151
GRW_00795,0.0,0.0018781093027552141
GRW_00797,0.0,0.006538789163500198
GRW_00798,0.0,0.006151163606373742
GRW_00800,0.0,0.002311750903488854
GRW_00801,0.0,0.00044002619084949966
GRW_00806,0.0,0.0009050937856747915
GRW_00807,0.0,0.00011035512989814188
GRW_00808,0.0,0.6870584534345536
GRW_00809,1.0,0.9436084350388984
GRW_00810,0.0,0.0007689776173321693
GRW_00811,0.0,0.0003188197631010711
GRW_00812,0.0,0.00802120738125674
GRW_00813,0.0,0.0011524771014124495
GRW_00815,0.0,0.0008429348709397456
GRW_00816,0.0,0.005760863556431356
GRW_00817,0.0,0.4253290946341769
GRW_00818,0.0,0.00016085897885985146
GRW_00819,0.0,0.00011349173747457025
GRW_00820,0.0,0.0009720987014743991
GRW_00821,0.0,0.6179212673494318
GRW_00822,0.0,0.0007683733001246665
GRW_00823,1.0,0.9638485405516721
GRW_00824,0.0,0.0005798205029209781
GRW_00828,0.0,0.004035087845429231
GRW_00829,0.0,0.0007632936153074129
GRW_00830,0.0,0.0062737577255471515
GRW_00831,0.0,0.0011891760361906077
GRW_00832,0.0,0.001868681471384948
GRW_00833,0.0,0.0005264448422107569
GRW_00834,0.0,0.025573670966079327
GRW_00835,0.0,0.019531905816313158
GRW_00839,0.0,0.0004710911149709722
GRW_00840,1.0,0.9588694570457679
GRW_00842,0.0,0.25883225062328824
GRW_00844,0.0,0.0006053062299649796
GRW_00845,0.0,0.023047707275902125
GRW_00846,0.0,0.0003679228674670548
GRW_00847,0.0,0.00011592432800030482
GRW_00848,0.0,0.0013456154220152833
GRW_00850,0.0,0.00022140675319028973
GRW_00851,1.0,0.9137140584705666
GRW_00852,0.0,0.0004916090501821746
GRW_00855,0.0,0.007068451509160017
GRW_00856,0.0,0.0007471232598125655
GRW_00857,1.0,0.9955995468072305
GRW_00860,0.0,0.0003063017739656853
GRW_00861,1.0,0.960371386005577
GRW_00862,0.0,0.003868946307595628
GRW_00863,1.0,0.9652898652268473
GRW_00864,0.0,0.0006619476224103313
GRW_00866,0.0,8.047709150680155e-05
GRW_00867,0.0,0.0026266716604186856
GRW_00868,1.0,0.9812229596771065
GRW_00870,0.0,0.00020511620715472662
GRW_00871,0.0,0.0022783012724363425
GRW_00872,0.0,0.0013810759655844675
GRW_00873,0.0,0.0004429967600958271
GRW_00875,1.0,0.988414450327083
GRW_00877,0.0,0.0001763621891830977
GRW_00880,1.0,0.9914877082108824
GRW_00882,0.0,0.001158408312184934
GRW_00883,0.0,0.0019159429031641866
GRW_00885,1.0,0.9829725343368392
GRW_00886,1.0,0.9645843860897783
GRW_00887,1.0,0.9576370712322384
GRW_00889,0.0,0.001963728116218666
GRW_00890,1.0,0.9737531079631148
GRW_00891,0.0,0.037148184910009215
GRW_00892,0.0,0.0022531494359055693
GRW_00893,0.0,0.002755336496796122
GRW_00894,0.0,0.004896413895210723
GRW_00895,0.0,0.0007897119439125777
GRW_00898,0.0,0.000854716505538163
GRW_00899,0.0,0.5827991035293143
GRW_00903,0.0,0.0006564651978118448
GRW_00904,0.0,0.0005441550177773921
GRW_00905,1.0,0.9501784747173849
GRW_00906,0.0,0.0021628621732236817
GRW_00908,0.0,0.0037351374527276908
