grower_id,segment_id
GRW_00255,SEG_0012
GRW_00256,SEG_0014
GRW_00257,SEG_0002
GRW_00258,SEG_0009
GRW_00259,SEG_0048
GRW_00260,SEG_0031
GRW_00261,SEG_0043
GRW_00262,SEG_0012
GRW_00263,SEG_0003
GRW_00264,SEG_0025
GRW_00265,SEG_0045
GRW_00266,SEG_0041
GRW_00267,SEG_0000
GRW_00268,SEG_0041
GRW_00269,SEG_0005
GRW_00270,SEG_0040
GRW_00271,SEG_0002
GRW_00272,SEG_0001
GRW_00273,SEG_0009
GRW_00274,SEG_0000
GRW_00275,SEG_0012
GRW_00276,SEG_0003
GRW_00277,SEG_0026
GRW_00278,SEG_0028
GRW_00279,SEG_0013
GRW_00280,SEG_0029
GRW_00281,SEG_0012
GRW_00282,SEG_0001
GRW_00283,SEG_0008
GRW_00284,SEG_0030
GRW_00285,SEG_0030
GRW_00286,SEG_0012
GRW_00287,SEG_0028
GRW_00288,SEG_0009
GRW_00289,SEG_0015
GRW_00290,SEG_0012
GRW_00291,SEG_0043
GRW_00292,SEG_0009
GRW_00293,SEG_0021
GRW_00294,SEG_0003
GRW_00295,SEG_0006
GRW_00296,SEG_0036
GRW_00297,SEG_0012
GRW_00298,SEG_0009
GRW_00299,SEG_0019
GRW_00300,SEG_0012
GRW_00301,SEG_0009
GRW_00302,SEG_0012
GRW_00303,SEG_0009
GRW_00304,SEG_0012
GRW_00305,SEG_0047
GRW_00306,SEG_0002
GRW_00307,SEG_0007
GRW_00308,SEG_0028
GRW_00309,SEG_0012
GRW_00310,SEG_0047
GRW_00311,SEG_0040
GRW_00312,SEG_0050
GRW_00313,SEG_0024
GRW_00314,SEG_0027
GRW_00315,SEG_0025
GRW_00316,SEG_0000
GRW_00317,SEG_0048
GRW_00318,SEG_0016
GRW_00319,SEG_0007
GRW_00320,SEG_0012
GRW_00321,SEG_0008
GRW_00322,SEG_0002
GRW_00323,SEG_0033
GRW_00324,SEG_0013
GRW_00325,SEG_0051
GRW_00326,SEG_0001
GRW_00327,SEG_0017
GRW_00328,SEG_0047
GRW_00329,SEG_0049
GRW_00330,SEG_0022
GRW_00331,SEG_0012
GRW_00332,SEG_0031
GRW_00333,SEG_0000
GRW_00334,SEG_0023
GRW_00335,SEG_0012
GRW_00336,SEG_0014
GRW_00337,SEG_0044
GRW_00338,SEG_0002
GRW_00339,SEG_0012
GRW_00340,SEG_0001
GRW_00341,SEG_0043
GRW_00342,SEG_0037
GRW_00343,SEG_0012
GRW_00344,SEG_0029
GRW_00345,SEG_0029
GRW_00346,SEG_0001
GRW_00347,SEG_0012
GRW_00348,SEG_0046
GRW_00349,SEG_0036
GRW_00350,SEG_0025
GRW_00351,SEG_0048
GRW_00352,SEG_0045
GRW_00353,SEG_0051
GRW_00354,SEG_0033
GRW_00355,SEG_0047
GRW_00356,SEG_0034
GRW_00357,SEG_0009
GRW_00358,SEG_0010
GRW_00359,SEG_0047
GRW_00360,SEG_0012
GRW_00361,SEG_0048
GRW_00362,SEG_0002
GRW_00363,SEG_0016
GRW_00364,SEG_0009
GRW_00365,SEG_0000
GRW_00366,SEG_0049
GRW_00367,SEG_0047
GRW_00368,SEG_0013
GRW_00369,SEG_0010
GRW_00370,SEG_0009
GRW_00371,SEG_0012
GRW_00372,SEG_0032
GRW_00373,SEG_0011
GRW_00374,SEG_0007
GRW_00375,SEG_0012
GRW_00376,SEG_0012
GRW_00377,SEG_0024
GRW_00378,SEG_0007
GRW_00379,SEG_0000
GRW_00380,SEG_0025
GRW_00381,SEG_0031
GRW_00382,SEG_0026
GRW_00383,SEG_0043
GRW_00384,SEG_0012
GRW_00385,SEG_0012
GRW_00386,SEG_0011
GRW_00387,SEG_0021
GRW_00388,SEG_0004
GRW_00389,SEG_0013
GRW_00390,SEG_0003
GRW_00391,SEG_0000
GRW_00392,SEG_0012
GRW_00393,SEG_0002
GRW_00394,SEG_0011
GRW_00395,SEG_0009
GRW_00396,SEG_0015
GRW_00397,SEG_0007
GRW_00398,SEG_0012
GRW_00399,SEG_0012
GRW_00400,SEG_0007
GRW_00401,SEG_0039
GRW_00402,SEG_0009
GRW_00403,SEG_0012
GRW_00404,SEG_0009
GRW_00405,SEG_0012
GRW_00406,SEG_0026
GRW_00407,SEG_0024
GRW_00408,SEG_0039
GRW_00409,SEG_0003
GRW_00410,SEG_0002
GRW_00411,SEG_0022
GRW_00412,SEG_0002
GRW_00413,SEG_0003
GRW_00414,SEG_0046
GRW_00415,SEG_0003
GRW_00416,SEG_0051
GRW_00417,SEG_0048
GRW_00418,SEG_0012
GRW_00419,SEG_0003
GRW_00420,SEG_0010
GRW_00421,SEG_0043
GRW_00422,SEG_0010
GRW_00423,SEG_0002
GRW_00424,SEG_0042
GRW_00425,SEG_0012
GRW_00426,SEG_0012
GRW_00427,SEG_0030
GRW_00428,SEG_0051
GRW_00429,SEG_0009
GRW_00430,SEG_0048
GRW_00431,SEG_0009
GRW_00432,SEG_0009
GRW_00433,SEG_0046
GRW_00434,SEG_0003
GRW_00435,SEG_0002
GRW_00436,SEG_0003
GRW_00437,SEG_0002
GRW_00438,SEG_0042
GRW_00439,SEG_0042
GRW_00440,SEG_0041
GRW_00441,SEG_0012
GRW_00442,SEG_0009
GRW_00443,SEG_0003
GRW_00444,SEG_0032
GRW_00445,SEG_0020
GRW_00446,SEG_0032
GRW_00447,SEG_0012
GRW_00448,SEG_0043
GRW_00449,SEG_0002
GRW_00450,SEG_0022
GRW_00451,SEG_0020
GRW_00452,SEG_0028
GRW_00453,SEG_0012
GRW_00454,SEG_0030
GRW_00455,SEG_0011
GRW_00456,SEG_0049
GRW_00457,SEG_0031
GRW_00458,SEG_0033
GRW_00459,SEG_0029
GRW_00460,SEG_0031
GRW_00461,SEG_0009
GRW_00462,SEG_0031
GRW_00463,SEG_0009
GRW_00464,SEG_0033
GRW_00465,SEG_0018
GRW_00466,SEG_0050
GRW_00467,SEG_0044
GRW_00468,SEG_0015
GRW_00469,SEG_0026
GRW_00470,SEG_0010
GRW_00471,SEG_0012
GRW_00472,SEG_0012
GRW_00473,SEG_0009
GRW_00474,SEG_0015
GRW_00475,SEG_0015
GRW_00476,SEG_0046
GRW_00477,SEG_0051
GRW_00478,SEG_0048
GRW_00479,SEG_0012
GRW_00480,SEG_0003
GRW_00481,SEG_0016
GRW_00482,SEG_0025
GRW_00483,SEG_0005
GRW_00484,SEG_0026
GRW_00485,SEG_0012
GRW_00486,SEG_0047
GRW_00487,SEG_0024
GRW_00488,SEG_0034
GRW_00489,SEG_0000
GRW_00490,SEG_0015
GRW_00491,SEG_0003
GRW_00492,SEG_0035
GRW_00493,SEG_0031
GRW_00494,SEG_0002
GRW_00495,SEG_0039
GRW_00496,SEG_0003
GRW_00497,SEG_0009
GRW_00498,SEG_0003
GRW_00499,SEG_0051
GRW_00500,SEG_0030
GRW_00501,SEG_0029
GRW_00502,SEG_0050
GRW_00503,SEG_0042
GRW_00504,SEG_0002
GRW_00505,SEG_0010
GRW_00506,SEG_0012
GRW_00507,SEG_0015
GRW_00508,SEG_0009
GRW_00509,SEG_0001
GRW_00510,SEG_0001
GRW_00511,SEG_0039
GRW_00512,SEG_0008
GRW_00513,SEG_0045
GRW_00514,SEG_0013
GRW_00515,SEG_0012
GRW_00516,SEG_0003
GRW_00517,SEG_0031
GRW_00518,SEG_0012
GRW_00519,SEG_0001
GRW_00520,SEG_0012
GRW_00521,SEG_0009
GRW_00522,SEG_0021
GRW_00523,SEG_0009
GRW_00524,SEG_0010
GRW_00525,SEG_0009
GRW_00526,SEG_0012
GRW_00527,SEG_0019
GRW_00528,SEG_0035
GRW_00529,SEG_0013
GRW_00530,SEG_0049
GRW_00531,SEG_0048
GRW_00532,SEG_0012
GRW_00533,SEG_0012
GRW_00534,SEG_0021
GRW_00535,SEG_0012
GRW_00536,SEG_0043
GRW_00537,SEG_0015
GRW_00538,SEG_0003
GRW_00539,SEG_0010
GRW_00540,SEG_0017
GRW_00541,SEG_0000
GRW_00542,SEG_0003
GRW_00543,SEG_0037
GRW_00544,SEG_0025
GRW_00545,SEG_0051
GRW_00546,SEG_0041
GRW_00547,SEG_0001
GRW_00548,SEG_0012
GRW_00549,SEG_0012
GRW_00550,SEG_0011
GRW_00551,SEG_0012
GRW_00552,SEG_0047
GRW_00553,SEG_0012
GRW_00554,SEG_0048
GRW_00555,SEG_0020
GRW_00556,SEG_0012
GRW_00557,SEG_0009
GRW_00558,SEG_0001
GRW_00559,SEG_0024
GRW_00560,SEG_0031
GRW_00561,SEG_0014
GRW_00562,SEG_0002
GRW_00563,SEG_0043
GRW_00564,SEG_0044
GRW_00565,SEG_0003
GRW_00566,SEG_0012
GRW_00567,SEG_0003
GRW_00568,SEG_0002
GRW_00569,SEG_0012
GRW_00570,SEG_0027
GRW_00571,SEG_0009
GRW_00572,SEG_0000
GRW_00573,SEG_0004
GRW_00574,SEG_0023
GRW_00575,SEG_0037
GRW_00576,SEG_0014
GRW_00577,SEG_0003
GRW_00578,SEG_0020
GRW_00579,SEG_0042
GRW_00580,SEG_0041
GRW_00581,SEG_0025
GRW_00582,SEG_0032
GRW_00583,SEG_0045
GRW_00584,SEG_0012
GRW_00585,SEG_0038
GRW_00586,SEG_0009
GRW_00587,SEG_0025
GRW_00588,SEG_0028
GRW_00589,SEG_0019
GRW_00590,SEG_0044
GRW_00591,SEG_0012
GRW_00592,SEG_0033
GRW_00593,SEG_0009
GRW_00594,SEG_0001
GRW_00595,SEG_0023
GRW_00596,SEG_0016
GRW_00597,SEG_0032
GRW_00598,SEG_0040
GRW_00599,SEG_0012
GRW_00600,SEG_0012
GRW_00601,SEG_0038
GRW_00602,SEG_0001
GRW_00603,SEG_0047
GRW_00604,SEG_0026
GRW_00605,SEG_0034
GRW_00606,SEG_0016
GRW_00607,SEG_0019
GRW_00608,SEG_0017
GRW_00609,SEG_0012
GRW_00610,SEG_0035
GRW_00611,SEG_0007
GRW_00612,SEG_0031
GRW_00613,SEG_0009
GRW_00614,SEG_0021
GRW_00615,SEG_0009
GRW_00616,SEG_0012
GRW_00617,SEG_0000
GRW_00618,SEG_0035
GRW_00619,SEG_0034
GRW_00620,SEG_0048
GRW_00621,SEG_0019
GRW_00622,SEG_0047
GRW_00623,SEG_0047
GRW_00624,SEG_0048
GRW_00625,SEG_0014
GRW_00626,SEG_0049
GRW_00627,SEG_0029
GRW_00628,SEG_0010
GRW_00629,SEG_0045
GRW_00630,SEG_0009
GRW_00631,SEG_0002
GRW_00632,SEG_0013
GRW_00633,SEG_0045
GRW_00634,SEG_0043
GRW_00635,SEG_0031
GRW_00636,SEG_0000
GRW_00637,SEG_0029
GRW_00638,SEG_0012
GRW_00639,SEG_0032
GRW_00640,SEG_0012
GRW_00641,SEG_0012
GRW_00642,SEG_0030
GRW_00643,SEG_0012
GRW_00644,SEG_0031
GRW_00645,SEG_0003
GRW_00646,SEG_0023
GRW_00647,SEG_0001
GRW_00648,SEG_0044
GRW_00649,SEG_0001
GRW_00650,SEG_0002
GRW_00651,SEG_0002
GRW_00652,SEG_0033
GRW_00653,SEG_0003
GRW_00654,SEG_0031
GRW_00655,SEG_0015
GRW_00656,SEG_0033
GRW_00657,SEG_0009
GRW_00658,SEG_0011
GRW_00659,SEG_0046
GRW_00660,SEG_0001
GRW_00661,SEG_0011
GRW_00662,SEG_0012
GRW_00663,SEG_0048
GRW_00664,SEG_0012
GRW_00665,SEG_0011
GRW_00666,SEG_0012
GRW_00667,SEG_0008
GRW_00668,SEG_0000
GRW_00669,SEG_0036
GRW_00670,SEG_0033
GRW_00671,SEG_0017
GRW_00672,SEG_0001
GRW_00673,SEG_0041
GRW_00674,SEG_0003
GRW_00675,SEG_0000
GRW_00676,SEG_0009
GRW_00677,SEG_0039
GRW_00678,SEG_0044
GRW_00679,SEG_0007
GRW_00680,SEG_0026
GRW_00681,SEG_0000
GRW_00682,SEG_0009
GRW_00683,SEG_0012
GRW_00684,SEG_0021
GRW_00685,SEG_0045
GRW_00686,SEG_0000
GRW_00687,SEG_0029
GRW_00688,SEG_0037
GRW_00689,SEG_0012
GRW_00690,SEG_0012
GRW_00691,SEG_0012
GRW_00692,SEG_0012
GRW_00693,SEG_0009
GRW_00694,SEG_0034
GRW_00695,SEG_0006
GRW_00696,SEG_0001
GRW_00697,SEG_0015
GRW_00698,SEG_0012
GRW_00699,SEG_0001
GRW_00700,SEG_0009
GRW_00701,SEG_0021
GRW_00702,SEG_0004
GRW_00703,SEG_0004
GRW_00704,SEG_0001
GRW_00705,SEG_0007
GRW_00706,SEG_0003
GRW_00707,SEG_0040
GRW_00708,SEG_0049
GRW_00709,SEG_0015
GRW_00710,SEG_0051
GRW_00711,SEG_0041
GRW_00712,SEG_0027
GRW_00713,SEG_0047
GRW_00714,SEG_0007
GRW_00715,SEG_0020
GRW_00716,SEG_0003
GRW_00717,SEG_0012
GRW_00718,SEG_0003
GRW_00719,SEG_0009
GRW_00720,SEG_0037
GRW_00721,SEG_0012
GRW_00722,SEG_0000
GRW_00723,SEG_0049
GRW_00724,SEG_0001
GRW_00725,SEG_0013
GRW_00726,SEG_0000
GRW_00727,SEG_0045
GRW_00728,SEG_0042
GRW_00729,SEG_0001
GRW_00730,SEG_0014
GRW_00731,SEG_0040
GRW_00732,SEG_0009
GRW_00733,SEG_0000
GRW_00734,SEG_0009
GRW_00735,SEG_0025
GRW_00736,SEG_0015
GRW_00737,SEG_0013
GRW_00738,SEG_0031
GRW_00739,SEG_0031
GRW_00740,SEG_0003
GRW_00741,SEG_0012
GRW_00742,SEG_0010
GRW_00743,SEG_0038
GRW_00744,SEG_0040
GRW_00745,SEG_0009
GRW_00746,SEG_0031
GRW_00747,SEG_0001
GRW_00748,SEG_0021
GRW_00749,SEG_0050
GRW_00750,SEG_0028
GRW_00751,SEG_0031
GRW_00752,SEG_0035
GRW_00753,SEG_0027
GRW_00754,SEG_0013
GRW_00755,SEG_0034
GRW_00756,SEG_0003
GRW_00757,SEG_0013
GRW_00758,SEG_0012
GRW_00759,SEG_0012
GRW_00760,SEG_0012
GRW_00761,SEG_0009
GRW_00762,SEG_0032
GRW_00763,SEG_0002
GRW_00764,SEG_0000
GRW_00765,SEG_0015
GRW_00766,SEG_0028
GRW_00767,SEG_0014
GRW_00768,SEG_0012
GRW_00769,SEG_0048
GRW_00770,SEG_0034
GRW_00771,SEG_0007
GRW_00772,SEG_0051
GRW_00773,SEG_0012
GRW_00774,SEG_0009
GRW_00775,SEG_0034
GRW_00776,SEG_0028
GRW_00777,SEG_0041
GRW_00778,SEG_0009
GRW_00779,SEG_0004
GRW_00780,SEG_0001
GRW_00781,SEG_0003
GRW_00782,SEG_0048
GRW_00783,SEG_0001
GRW_00784,SEG_0009
GRW_00785,SEG_0009
GRW_00786,SEG_0000
GRW_00787,SEG_0035
GRW_00788,SEG_0002
GRW_00789,SEG_0042
GRW_00790,SEG_0012
GRW_00791,SEG_0009
GRW_00792,SEG_0011
GRW_00793,SEG_0003
GRW_00794,SEG_0012
GRW_00795,SEG_0000
GRW_00796,SEG_0010
GRW_00797,SEG_0047
GRW_00798,SEG_0038
GRW_00799,SEG_0012
GRW_00800,SEG_0000
GRW_00801,SEG_0037
GRW_00802,SEG_0012
GRW_00803,SEG_0012
GRW_00804,SEG_0015
GRW_00805,SEG_0014
GRW_00806,SEG_0000
GRW_00807,SEG_0003
GRW_00808,SEG_0026
GRW_00809,SEG_0029
GRW_00810,SEG_0002
GRW_00811,SEG_0005
GRW_00812,SEG_0041
GRW_00813,SEG_0051
GRW_00814,SEG_0012
GRW_00815,SEG_0002
GRW_00816,SEG_0001
GRW_00817,SEG_0007
GRW_00818,SEG_0006
GRW_00819,SEG_0009
GRW_00820,SEG_0000
GRW_00821,SEG_0016
GRW_00822,SEG_0042
GRW_00823,SEG_0048
GRW_00824,SEG_0033
GRW_00825,SEG_0015
GRW_00826,SEG_0015
GRW_00827,SEG_0012
GRW_00828,SEG_0036
GRW_00829,SEG_0003
GRW_00830,SEG_0009
GRW_00831,SEG_0037
GRW_00832,SEG_0029
GRW_00833,SEG_0003
GRW_00834,SEG_0043
GRW_00835,SEG_0034
GRW_00836,SEG_0012
GRW_00837,SEG_0011
GRW_00838,SEG_0015
GRW_00839,SEG_0000
GRW_00840,SEG_0001
GRW_00841,SEG_0010
GRW_00842,SEG_0047
GRW_00843,SEG_0012
GRW_00844,SEG_0019
GRW_00845,SEG_0009
GRW_00846,SEG_0001
GRW_00847,SEG_0040
GRW_00848,SEG_0009
GRW_00849,SEG_0014
GRW_00850,SEG_0041
GRW_00851,SEG_0006
GRW_00852,SEG_0048
GRW_00853,SEG_0012
GRW_00854,SEG_0012
GRW_00855,SEG_0029
GRW_00856,SEG_0030
GRW_00857,SEG_0001
GRW_00858,SEG_0015
GRW_00859,SEG_0012
GRW_00860,SEG_0036
GRW_00861,SEG_0004
GRW_00862,SEG_0021
GRW_00863,SEG_0035
GRW_00864,SEG_0037
GRW_00865,SEG_0015
GRW_00866,SEG_0007
GRW_00867,SEG_0009
GRW_00868,SEG_0024
GRW_00869,SEG_0011
GRW_00870,SEG_0051
GRW_00871,SEG_0017
GRW_00872,SEG_0009
GRW_00873,SEG_0034
GRW_00874,SEG_0012
GRW_00875,SEG_0029
GRW_00876,SEG_0015
GRW_00877,SEG_0008
GRW_00878,SEG_0012
GRW_00879,SEG_0015
GRW_00880,SEG_0023
GRW_00881,SEG_0012
GRW_00882,SEG_0007
GRW_00883,SEG_0002
GRW_00884,SEG_0012
GRW_00885,SEG_0003
GRW_00886,SEG_0009
GRW_00887,SEG_0002
GRW_00888,SEG_0012
GRW_00889,SEG_0017
GRW_00890,SEG_0024
GRW_00891,SEG_0044
GRW_00892,SEG_0007
GRW_00893,SEG_0026
GRW_00894,SEG_0045
GRW_00895,SEG_0009
GRW_00896,SEG_0010
GRW_00897,SEG_0012
GRW_00898,SEG_0031
GRW_00899,SEG_0042
GRW_00900,SEG_0012
GRW_00901,SEG_0013
GRW_00902,SEG_0012
GRW_00903,SEG_0002
GRW_00904,SEG_0049
GRW_00905,SEG_0037
GRW_00906,SEG_0017
GRW_00907,SEG_0015
GRW_00908,SEG_0003
GRW_00909,SEG_0044
GRW_00910,SEG_0012
GRW_00911,SEG_0009
GRW_00912,SEG_0043
GRW_00913,SEG_0010
GRW_00914,SEG_0047
GRW_00915,SEG_0041
GRW_00916,SEG_0013
GRW_00917,SEG_0022
GRW_00918,SEG_0012
GRW_00919,SEG_0003
GRW_00920,SEG_0006
GRW_00921,SEG_0002
GRW_00922,SEG_0012
GRW_00923,SEG_0000
GRW_00924,SEG_0040
GRW_00925,SEG_0041
GRW_00926,SEG_0035
GRW_00927,SEG_0032
GRW_00928,SEG_0003
GRW_00929,SEG_0031
GRW_00930,SEG_0007
GRW_00931,SEG_0044
GRW_00932,SEG_0022
GRW_00933,SEG_0011
GRW_00934,SEG_0012
GRW_00935,SEG_0030
GRW_00936,SEG_0012
GRW_00937,SEG_0002
GRW_00938,SEG_0006
GRW_00939,SEG_0042
GRW_00940,SEG_0038
GRW_00941,SEG_0004
GRW_00942,SEG_0028
GRW_00943,SEG_0015
GRW_00944,SEG_0012
GRW_00945,SEG_0012
GRW_00946,SEG_0002
GRW_00947,SEG_0005
GRW_00948,SEG_0029
GRW_00949,SEG_0025
GRW_00950,SEG_0001
GRW_00951,SEG_0003
GRW_00952,SEG_0012
GRW_00953,SEG_0020
GRW_00954,SEG_0013
GRW_00955,SEG_0012
GRW_00956,SEG_0044
GRW_00957,SEG_0012
GRW_00958,SEG_0006
GRW_00959,SEG_0001
GRW_00960,SEG_0049
GRW_00961,SEG_0047
GRW_00962,SEG_0051
GRW_00963,SEG_0041
GRW_00964,SEG_0000
GRW_00965,SEG_0012
GRW_00966,SEG_0011
GRW_00967,SEG_0014
GRW_00968,SEG_0014
GRW_00969,SEG_0000
GRW_00970,SEG_0009
GRW_00971,SEG_0003
GRW_00972,SEG_0009
GRW_00973,SEG_0014
GRW_00974,SEG_0038
GRW_00975,SEG_0002
GRW_00976,SEG_0047
GRW_00977,SEG_0010
GRW_00978,SEG_0012
GRW_00979,SEG_0012
GRW_00980,SEG_0027
GRW_00981,SEG_0036
GRW_00982,SEG_0013
GRW_00983,SEG_0009
GRW_00984,SEG_0024
GRW_00985,SEG_0034
GRW_00986,SEG_0014
GRW_00987,SEG_0036
GRW_00988,SEG_0029
GRW_00989,SEG_0014
GRW_00990,SEG_0015
GRW_00991,SEG_0012
GRW_00992,SEG_0012
GRW_00993,SEG_0025
GRW_00994,SEG_0017
GRW_00995,SEG_0002
GRW_00996,SEG_0048
GRW_00997,SEG_0014
GRW_00998,SEG_0047
