message_id,grower_id,campaign_product,campaign_crop,tehsil,message_sent_date,delivered,opened,clicked,attributed_sales_count,attributed_qty_sold,attributed_revenue,converted
WAM_RABI25_01513,GRW_02034,Tilt 250 EC,wheat,Patna_T019,2025-11-21,True,False,False,0,0,0.0,False
WAM_RABI25_00880,GRW_01192,Score 250 EC,safflower,Jalgaon_T137,2026-03-09,True,False,False,0,0,0.0,False
WAM_RABI25_03467,GRW_04637,Kavach 75 WP,potato,Amritsar_T133,2025-10-10,True,False,False,0,0,0.0,False
WAM_RABI25_01362,GRW_01825,Tilt 250 EC,wheat,Sikar_T071,2025-11-23,True,False,False,1,6,8058.42,True
WAM_RABI25_00752,GRW_01019,Tilt 250 EC,wheat,Patiala_T062,2025-12-19,True,True,False,2,27,58399.48000000001,True
WAM_RABI25_03839,GRW_05145,Tilt 250 EC,wheat,Bathinda_T026,2025-12-03,True,False,False,0,0,0.0,False
WAM_RABI25_01331,GRW_01785,Amistar 250 SC,lentil,Ratlam_T017,2026-02-22,True,False,False,0,0,0.0,False
WAM_RABI25_02669,GRW_03572,Tilt 250 EC,wheat,Amritsar_T042,2026-01-26,True,True,False,0,0,0.0,False
WAM_RABI25_01555,GRW_02084,Tilt 250 EC,wheat,Nadia_T091,2025-11-04,True,False,False,0,0,0.0,False
WAM_RABI25_01741,GRW_02326,Amistar 250 SC,barley,Karnal_T072,2025-12-24,True,True,True,0,0,0.0,False
WAM_RABI25_01095,GRW_01471,Amistar 250 SC,lentil,Indore_T001,2025-12-28,True,True,True,0,0,0.0,False
WAM_RABI25_03066,GRW_04105,Amistar 250 SC,chickpea,Sikar_T131,2025-11-30,True,False,False,1,47,30988.510000000002,True
WAM_RABI25_03533,GRW_04727,Tilt 250 EC,wheat,Hisar_T078,2026-03-14,True,False,False,0,0,0.0,False
WAM_RABI25_00323,GRW_00430,Tilt 250 EC,wheat,Lucknow_T051,2025-10-22,True,False,False,0,0,0.0,False
WAM_RABI25_02620,GRW_03508,Tilt 250 EC,wheat,Amravati_T148,2025-11-11,True,False,False,0,0,0.0,False
WAM_RABI25_02699,GRW_03607,Amistar 250 SC,chickpea,Vijayapura_T032,2026-02-27,True,True,True,0,0,0.0,False
WAM_RABI25_01176,GRW_01583,Tilt 250 EC,wheat,Kanpur_Nagar_T125,2026-01-12,True,False,False,0,0,0.0,False
WAM_RABI25_01579,GRW_02112,Tilt 250 EC,wheat,Indore_T053,2026-01-11,True,False,False,1,8,6250.08,True
WAM_RABI25_03536,GRW_04730,Tilt 250 EC,wheat,Rajkot_T068,2025-10-08,True,True,False,0,0,0.0,False
WAM_RABI25_01002,GRW_01354,Tilt 250 EC,wheat,Meerut_T014,2025-12-04,True,False,False,0,0,0.0,False
WAM_RABI25_02070,GRW_02775,Tilt 250 EC,wheat,Varanasi_T040,2025-10-06,True,False,False,0,0,0.0,False
WAM_RABI25_02259,GRW_03029,Score 250 EC,mustard,Jaipur_T006,2025-11-03,True,False,False,0,0,0.0,False
WAM_RABI25_02536,GRW_03402,Tilt 250 EC,wheat,Muzaffarpur_T012,2025-10-31,True,False,False,0,0,0.0,False
WAM_RABI25_03617,GRW_04834,Tilt 250 EC,wheat,Rohtak_T106,2025-10-22,True,False,False,4,38,32418.58,True
WAM_RABI25_01922,GRW_02576,Tilt 250 EC,wheat,Ahmedabad_T031,2025-11-19,True,False,False,0,0,0.0,False
WAM_RABI25_00813,GRW_01106,Amistar 250 SC,chickpea,Sikar_T011,2025-10-09,True,False,False,0,0,0.0,False
WAM_RABI25_01025,GRW_01383,Amistar 250 SC,chickpea,Vijayapura_T052,2025-10-21,True,False,False,0,0,0.0,False
WAM_RABI25_02315,GRW_03098,Tilt 250 EC,wheat,Nadia_T015,2025-10-11,True,False,False,0,0,0.0,False
WAM_RABI25_02749,GRW_03673,Kavach 75 WP,potato,Meerut_T053,2025-11-11,True,False,False,0,0,0.0,False
WAM_RABI25_03503,GRW_04683,Amistar 250 SC,chickpea,Amravati_T137,2025-12-07,True,False,False,8,30,45414.64,True
WAM_RABI25_02485,GRW_03328,Amistar 250 SC,chickpea,Muzaffarpur_T031,2025-12-07,True,True,False,2,15,15475.33,True
WAM_RABI25_03535,GRW_04729,Tilt 250 EC,wheat,Hisar_T037,2025-10-28,True,False,False,0,0,0.0,False
WAM_RABI25_03177,GRW_04252,Tilt 250 EC,wheat,Agra_T038,2025-10-15,True,False,False,0,0,0.0,False
WAM_RABI25_03401,GRW_04542,Tilt 250 EC,wheat,Amravati_T037,2025-10-15,True,False,False,0,0,0.0,False
WAM_RABI25_00603,GRW_00797,Tilt 250 EC,wheat,Rohtak_T113,2026-01-06,True,False,False,0,0,0.0,False
WAM_RABI25_03819,GRW_05117,Kavach 75 WP,potato,Ludhiana_T011,2025-10-29,True,True,False,0,0,0.0,False
WAM_RABI25_01502,GRW_02018,Tilt 250 EC,wheat,Mehsana_T020,2025-12-15,True,True,False,0,0,0.0,False
WAM_RABI25_02391,GRW_03195,Tilt 250 EC,wheat,Agra_T038,2025-10-09,True,False,False,0,0,0.0,False
WAM_RABI25_02883,GRW_03865,Tilt 250 EC,wheat,Sikar_T049,2026-03-29,True,True,False,0,0,0.0,False
WAM_RABI25_02831,GRW_03793,Amistar 250 SC,chickpea,Bikaner_T042,2025-11-23,True,True,False,4,17,22762.25,True
WAM_RABI25_00788,GRW_01074,Amistar 250 SC,barley,Karnal_T053,2025-11-28,True,True,False,0,0,0.0,False
WAM_RABI25_01730,GRW_02315,Tilt 250 EC,wheat,Jaipur_T124,2025-11-09,True,False,False,0,0,0.0,False
WAM_RABI25_02836,GRW_03800,Tilt 250 EC,wheat,Amritsar_T141,2025-10-17,True,False,False,2,10,6482.66,True
WAM_RABI25_01091,GRW_01467,Tilt 250 EC,wheat,Patna_T066,2025-10-18,True,False,False,0,0,0.0,False
WAM_RABI25_01996,GRW_02668,Tilt 250 EC,wheat,Rohtak_T144,2026-03-08,True,False,False,0,0,0.0,False
WAM_RABI25_03525,GRW_04718,Score 250 EC,safflower,Akola_T031,2025-10-09,True,False,False,0,0,0.0,False
WAM_RABI25_03108,GRW_04161,Kavach 75 WP,potato,Nadia_T020,2025-10-12,True,False,False,0,0,0.0,False
WAM_RABI25_03875,GRW_05190,Tilt 250 EC,wheat,Rajkot_T114,2025-10-06,True,False,False,0,0,0.0,False
WAM_RABI25_01237,GRW_01658,Tilt 250 EC,wheat,Sehore_T124,2025-12-04,True,False,False,0,0,0.0,False
WAM_RABI25_00052,GRW_00065,Tilt 250 EC,wheat,Rohtak_T093,2025-10-10,True,False,False,0,0,0.0,False
WAM_RABI25_01653,GRW_02211,Amistar 250 SC,chickpea,Kanpur_Nagar_T061,2025-10-17,True,False,False,0,0,0.0,False
WAM_RABI25_00694,GRW_00927,Score 250 EC,mustard,Ratlam_T140,2025-10-10,True,False,False,0,0,0.0,False
WAM_RABI25_04000,GRW_05357,Tilt 250 EC,wheat,Ludhiana_T011,2025-11-03,True,False,False,1,5,10486.35,True
WAM_RABI25_01435,GRW_01924,Tilt 250 EC,wheat,Rohtak_T076,2025-12-21,True,False,False,0,0,0.0,False
WAM_RABI25_01058,GRW_01422,Tilt 250 EC,wheat,Ujjain_T131,2025-12-29,True,False,False,0,0,0.0,False
WAM_RABI25_01832,GRW_02455,Tilt 250 EC,wheat,Ahmedabad_T046,2025-12-04,True,False,False,0,0,0.0,False
WAM_RABI25_04321,GRW_05799,Tilt 250 EC,wheat,Patiala_T017,2025-10-24,True,False,False,0,0,0.0,False
WAM_RABI25_02717,GRW_03629,Amistar 250 SC,chickpea,Amravati_T036,2025-11-06,True,True,False,0,0,0.0,False
WAM_RABI25_01042,GRW_01405,Tilt 250 EC,wheat,Patna_T143,2026-04-02,True,False,False,0,0,0.0,False
WAM_RABI25_00297,GRW_00393,Amistar 250 SC,chickpea,Vijayapura_T140,2025-10-06,True,False,False,0,0,0.0,False
WAM_RABI25_04235,GRW_05685,Kavach 75 WP,potato,Ludhiana_T002,2025-10-31,True,False,False,0,0,0.0,False
WAM_RABI25_04093,GRW_05485,Tilt 250 EC,wheat,Bikaner_T137,2025-11-25,True,True,True,0,0,0.0,False
WAM_RABI25_03930,GRW_05266,Amistar 250 SC,chickpea,Lucknow_T074,2025-11-16,True,False,False,0,0,0.0,False
WAM_RABI25_01379,GRW_01847,Tilt 250 EC,wheat,Karnal_T001,2025-10-06,True,False,False,0,0,0.0,False
WAM_RABI25_03078,GRW_04124,Amistar 250 SC,maize,Muzaffarpur_T033,2026-02-12,True,True,False,0,0,0.0,False
WAM_RABI25_01676,GRW_02241,Tilt 250 EC,wheat,Sikar_T017,2025-10-26,True,False,False,0,0,0.0,False
WAM_RABI25_02499,GRW_03348,Tilt 250 EC,wheat,Ahmedabad_T052,2025-11-14,True,True,False,0,0,0.0,False
WAM_RABI25_00133,GRW_00172,Kavach 75 WP,potato,Amritsar_T112,2025-11-12,True,False,False,3,14,18596.35,True
WAM_RABI25_00595,GRW_00785,Score 250 EC,mustard,Sehore_T021,2025-10-18,True,True,False,2,8,15830.330000000002,True
WAM_RABI25_00200,GRW_00264,Tilt 250 EC,wheat,Ludhiana_T127,2025-10-15,True,False,False,0,0,0.0,False
WAM_RABI25_03107,GRW_04160,Amistar 250 SC,cumin,Rajkot_T112,2025-10-06,True,False,False,0,0,0.0,False
WAM_RABI25_00487,GRW_00645,Score 250 EC,mustard,Rajkot_T062,2026-01-24,True,False,False,0,0,0.0,False
WAM_RABI25_04138,GRW_05551,Tilt 250 EC,wheat,Rohtak_T084,2026-02-13,True,False,False,0,0,0.0,False
WAM_RABI25_01801,GRW_02411,Amistar 250 SC,chickpea,Indore_T042,2025-11-10,True,False,False,0,0,0.0,False
WAM_RABI25_03790,GRW_05078,Tilt 250 EC,wheat,Sehore_T067,2025-10-28,True,True,False,0,0,0.0,False
WAM_RABI25_01492,GRW_01999,Score 250 EC,mustard,Lucknow_T159,2025-10-26,True,False,False,0,0,0.0,False
WAM_RABI25_03477,GRW_04650,Amistar 250 SC,chickpea,Sirsa_T052,2025-12-07,True,False,False,0,0,0.0,False
WAM_RABI25_02979,GRW_03992,Tilt 250 EC,wheat,Bardhaman_T014,2025-12-02,True,False,False,6,138,140468.46,True
WAM_RABI25_00253,GRW_00330,Amistar 250 SC,chickpea,Patiala_T025,2025-12-07,True,False,False,0,0,0.0,False
WAM_RABI25_04424,GRW_05929,Amistar 250 SC,barley,Sikar_T083,2025-10-19,True,False,False,0,0,0.0,False
WAM_RABI25_03240,GRW_04343,Score 250 EC,mustard,Bharatpur_T012,2025-10-26,True,True,False,3,7,7420.259999999999,True
WAM_RABI25_00135,GRW_00174,Tilt 250 EC,wheat,Nadia_T018,2025-10-08,True,False,False,0,0,0.0,False
WAM_RABI25_00535,GRW_00707,Amistar 250 SC,barley,Bikaner_T100,2025-10-08,True,False,False,0,0,0.0,False
WAM_RABI25_00472,GRW_00623,Tilt 250 EC,wheat,Karnal_T146,2026-02-02,True,False,False,0,0,0.0,False
WAM_RABI25_01843,GRW_02471,Amistar 250 SC,barley,Bikaner_T002,2025-11-10,True,True,False,0,0,0.0,False
WAM_RABI25_01503,GRW_02019,Tilt 250 EC,wheat,Ludhiana_T072,2026-01-17,True,True,True,2,8,14273.400000000001,True
WAM_RABI25_03606,GRW_04821,Kavach 75 WP,potato,Bathinda_T132,2026-01-22,True,True,False,0,0,0.0,False
WAM_RABI25_00018,GRW_00024,Tilt 250 EC,wheat,Vijayapura_T132,2025-10-24,True,True,False,0,0,0.0,False
WAM_RABI25_03502,GRW_04681,Amistar 250 SC,lentil,Sehore_T142,2026-02-13,True,False,False,0,0,0.0,False
WAM_RABI25_00275,GRW_00359,Tilt 250 EC,wheat,Hisar_T048,2025-12-07,False,False,False,0,0,0.0,False
WAM_RABI25_02570,GRW_03445,Tilt 250 EC,wheat,Agra_T115,2025-11-16,True,False,False,0,0,0.0,False
WAM_RABI25_02459,GRW_03287,Tilt 250 EC,wheat,Sehore_T123,2026-02-08,True,False,False,0,0,0.0,False
WAM_RABI25_01236,GRW_01657,Tilt 250 EC,wheat,Patiala_T127,2025-10-17,True,False,False,0,0,0.0,False
WAM_RABI25_01433,GRW_01922,Tilt 250 EC,wheat,Patna_T075,2025-12-01,True,False,False,1,5,9058.300000000001,True
WAM_RABI25_01412,GRW_01897,Score 250 EC,mustard,Ahmedabad_T014,2025-12-19,True,False,False,0,0,0.0,False
WAM_RABI25_01925,GRW_02579,Amistar 250 SC,chickpea,Kalaburagi_T017,2025-10-20,True,False,False,0,0,0.0,False
WAM_RABI25_02919,GRW_03909,Tilt 250 EC,wheat,Sehore_T072,2025-11-28,True,False,False,0,0,0.0,False
WAM_RABI25_03757,GRW_05031,Tilt 250 EC,wheat,Vijayapura_T142,2025-10-29,True,False,False,0,0,0.0,False
WAM_RABI25_02577,GRW_03453,Tilt 250 EC,wheat,Sehore_T038,2025-12-07,True,False,False,0,0,0.0,False
WAM_RABI25_03726,GRW_04985,Tilt 250 EC,wheat,Bikaner_T055,2025-12-05,True,False,False,0,0,0.0,False
WAM_RABI25_03629,GRW_04850,Score 250 EC,mustard,Indore_T021,2025-12-03,True,True,False,0,0,0.0,False
WAM_RABI25_01043,GRW_01406,Tilt 250 EC,wheat,Ratlam_T079,2025-11-27,True,False,False,0,0,0.0,False
WAM_RABI25_03563,GRW_04766,Amistar 250 SC,chickpea,Muzaffarpur_T048,2026-01-27,True,True,False,0,0,0.0,False
WAM_RABI25_02838,GRW_03803,Amistar 250 SC,chickpea,Amritsar_T121,2026-02-24,True,False,False,0,0,0.0,False
WAM_RABI25_04087,GRW_05477,Tilt 250 EC,wheat,Vijayapura_T086,2025-12-17,True,False,False,0,0,0.0,False
WAM_RABI25_00843,GRW_01145,Tilt 250 EC,wheat,Patiala_T101,2026-02-05,True,False,False,1,3,1932.3600000000001,True
WAM_RABI25_02475,GRW_03314,Tilt 250 EC,wheat,Ujjain_T017,2025-12-10,True,False,False,5,9,15364.609999999999,True
WAM_RABI25_04288,GRW_05755,Tilt 250 EC,wheat,Vijayapura_T044,2025-10-11,True,False,False,0,0,0.0,False
WAM_RABI25_03777,GRW_05059,Tilt 250 EC,wheat,Indore_T003,2025-12-04,True,False,False,0,0,0.0,False
WAM_RABI25_04290,GRW_05757,Tilt 250 EC,wheat,Ludhiana_T074,2025-12-28,True,False,False,1,3,6431.549999999999,True
WAM_RABI25_04435,GRW_05942,Tilt 250 EC,wheat,Jaipur_T014,2025-12-23,True,False,False,0,0,0.0,False
WAM_RABI25_03803,GRW_05096,Tilt 250 EC,wheat,Vijayapura_T072,2026-03-28,True,False,False,0,0,0.0,False
WAM_RABI25_02229,GRW_02986,Tilt 250 EC,wheat,Bharatpur_T023,2026-01-19,True,False,False,0,0,0.0,False
WAM_RABI25_00912,GRW_01234,Tilt 250 EC,wheat,Kalaburagi_T134,2025-10-16,True,False,False,0,0,0.0,False
WAM_RABI25_01899,GRW_02547,Score 250 EC,mustard,Sirsa_T096,2025-10-28,True,False,False,0,0,0.0,False
WAM_RABI25_04167,GRW_05592,Amistar 250 SC,chickpea,Amritsar_T068,2025-11-28,True,False,False,2,23,15725.94,True
WAM_RABI25_02346,GRW_03140,Score 250 EC,mustard,Lucknow_T123,2026-01-19,True,False,False,0,0,0.0,False
WAM_RABI25_03664,GRW_04893,Amistar 250 SC,chickpea,Agra_T094,2025-11-22,True,False,False,2,9,8677.02,True
WAM_RABI25_03607,GRW_04822,Amistar 250 SC,lentil,Sehore_T082,2025-11-01,True,False,False,0,0,0.0,False
WAM_RABI25_02937,GRW_03932,Amistar 250 SC,cumin,Ahmedabad_T033,2026-01-06,True,False,False,0,0,0.0,False
WAM_RABI25_01865,GRW_02496,Amistar 250 SC,lentil,Ratlam_T041,2025-12-03,True,False,False,0,0,0.0,False
WAM_RABI25_01439,GRW_01930,Tilt 250 EC,wheat,Muzaffarpur_T126,2025-12-29,True,False,False,0,0,0.0,False
WAM_RABI25_02941,GRW_03938,Amistar 250 SC,cumin,Rajkot_T052,2025-12-20,True,False,False,0,0,0.0,False
WAM_RABI25_04393,GRW_05895,Score 250 EC,mustard,Mehsana_T014,2025-10-29,True,False,False,0,0,0.0,False
WAM_RABI25_02119,GRW_02850,Tilt 250 EC,wheat,Jalgaon_T061,2026-03-27,True,False,False,0,0,0.0,False
WAM_RABI25_01534,GRW_02056,Amistar 250 SC,chickpea,Rohtak_T059,2025-10-09,True,False,False,0,0,0.0,False
WAM_RABI25_00777,GRW_01055,Amistar 250 SC,barley,Meerut_T092,2026-02-02,True,False,False,0,0,0.0,False
WAM_RABI25_03012,GRW_04033,Tilt 250 EC,wheat,Patna_T058,2025-10-12,True,False,False,0,0,0.0,False
WAM_RABI25_01181,GRW_01589,Amistar 250 SC,cumin,Rajkot_T101,2025-11-21,True,False,False,3,20,23967.739999999998,True
WAM_RABI25_00469,GRW_00620,Tilt 250 EC,wheat,Kanpur_Nagar_T050,2025-10-15,True,False,False,0,0,0.0,False
WAM_RABI25_00094,GRW_00119,Tilt 250 EC,wheat,Vijayapura_T128,2025-10-13,True,False,False,0,0,0.0,False
WAM_RABI25_02453,GRW_03280,Tilt 250 EC,wheat,Jalgaon_T084,2025-10-15,True,True,False,0,0,0.0,False
WAM_RABI25_02288,GRW_03060,Tilt 250 EC,wheat,Sikar_T021,2026-02-23,True,True,False,2,46,60002.329999999994,True
WAM_RABI25_03654,GRW_04880,Kavach 75 WP,potato,Ludhiana_T130,2025-10-07,True,False,False,0,0,0.0,False
WAM_RABI25_01179,GRW_01587,Tilt 250 EC,wheat,Bardhaman_T042,2025-12-15,True,False,False,0,0,0.0,False
WAM_RABI25_00316,GRW_00419,Amistar 250 SC,chickpea,Mehsana_T145,2025-11-11,True,False,False,0,0,0.0,False
WAM_RABI25_00458,GRW_00607,Tilt 250 EC,wheat,Patiala_T055,2025-11-20,True,False,False,1,1,1951.24,True
WAM_RABI25_00747,GRW_01011,Amistar 250 SC,chickpea,Sikar_T107,2025-11-06,True,False,False,1,1,742.38,True
WAM_RABI25_00298,GRW_00395,Tilt 250 EC,wheat,Bikaner_T073,2025-10-08,True,True,False,0,0,0.0,False
